zona,area_quartos,enderecos_lista,aluguel
leste,30 m² construídos,"Rua Campinas Do Piauí, Itaquera, São Paulo Zona Leste, São Paulo",1.800
leste,50 m² construídos2 quartos,"Rua Das Águias Reais, Conjunto Residencial Sitio Oratório, São Paulo Zona Leste, São Paulo",780
leste,70 m² construídos2 quartos,"Rua Silva Lisboa, Vila Nhocune, São Paulo Zona Leste, São Paulo",1.360
leste,40 m² construídos1 quarto,"Rua Nélson Tartuce, Parque Das Paineiras, São Paulo Zona Leste, São Paulo",990
leste,30 m² construídos1 quarto,"Rua Itaueira, Vila Taquari, São Paulo Zona Leste, São Paulo",600
leste,55 m² construídos2 quartos,"Rua Rosa Mendes, Jardim Penha, São Paulo Zona Leste, São Paulo",1.100
leste,291 m² construídos,"Conceição Do Formoso 373, Jardim Cotinha, São Paulo Zona Leste, São Paulo",13.000
leste,55 m² construídos,"Vila Regente Feijó, São Paulo Zona Leste, São Paulo",3.000
leste,528 m² construídos,"Rua Barão De Abiaí, Chácara Belenzinho, São Paulo Zona Leste, São Paulo",13.000
leste,70 m² construídos,"Rua Ibitirama 811, Vila Prudente, São Paulo Zona Leste, São Paulo",1.600
leste,"1,500 m² construídos","Rua Júlio Parigot, Vila Antonieta, São Paulo Zona Leste, São Paulo",16.800
leste,250 m² construídos5 quartos,"Rua São Gil, 67, Tatuapé, São Paulo Zona Leste, São Paulo",5.400
leste,250 m² construídos,"Jardim Aricanduva, Jardim Aricanduva, São Paulo Zona Leste, São Paulo",2.000
leste,65 m² construídos1 quarto,"Avenida Celso Garcia 4707, Tatuapé, São Paulo Zona Leste, São Paulo",1.570
leste,45 m² construídos1 quarto,"Rua Margarida De Lima, Tatuapé, São Paulo Zona Leste, São Paulo",1.700
leste,190 m² construídos3 quartos,"Rua Guaxupé, Vila Formosa, São Paulo Zona Leste, São Paulo",5.800
leste,100 m² construídos,"Moóca, São Paulo Zona Leste, São Paulo",2.800
leste,110 m² construídos2 quartos,"Rua Fernando Dondon, Tatuapé, São Paulo Zona Leste, São Paulo",1.700
leste,2 quartos,"Vila Antonieta, São Paulo Zona Leste, São Paulo",1.100
leste,60 m² construídos2 quartos,"Rua Enrico Bastiglia, Parque Da Mooca, São Paulo Zona Leste, São Paulo",1.210
leste,148 m² construídos3 quartos,"Rua Euclides Pacheco, Tatuapé, São Paulo Zona Leste, São Paulo",3.200
leste,240 m² construídos4 quartos,"Rua Doutor Raul Da Rocha Medeiros, Tatuapé, São Paulo Zona Leste, São Paulo",5.000
leste,28 m² construídos1 quarto,"Rua Professor Antônio De Castro Lopes, Parque Boturussu, São Paulo Zona Leste, São Paulo",650
leste,65 m² construídos2 quartos,"Rua Lagoa Do Campêlo, Itaquera, São Paulo Zona Leste, São Paulo",1.550
leste,50 m² construídos2 quartos,"Rua Capitão Ferraiuolo 266, Vila Invernada, São Paulo Zona Leste, São Paulo",1.100
leste,67 m² construídos3 quartos,"Rua Antonieta De Morais, Vila Matilde, São Paulo Zona Leste, São Paulo",1.400
leste,81 m² construídos3 quartos,"Rua Tuiuti, Tatuapé, São Paulo Zona Leste, São Paulo",2.840
leste,37 m² construídos1 quarto,"Rua Professor Antônio De Castro Lopes, Parque Boturussu, São Paulo Zona Leste, São Paulo",800
leste,30 m² construídos1 quarto,"Parque Da Vila Prudente, São Paulo Zona Leste, São Paulo",900
leste,25 m² construídos1 quarto,"Rua Antônio Leite Penteado, Jardim Verônia, São Paulo Zona Leste, São Paulo",650
leste,76 m² construídos2 quartos,"Avenida Gabriela Mistral, Penha De Franca, São Paulo Zona Leste, São Paulo",1.100
leste,26 m² construídos1 quarto,"Rua Capitão Pacheco E Chaves, Vila Prudente, São Paulo Zona Leste, São Paulo",890
leste,300 m² construídos3 quartos,"Rua Madre De Deus, Moóca, São Paulo Zona Leste, São Paulo",11.000
leste,49 m² construídos2 quartos,"Rua Henrique Casela, Jardim América Da Penha, São Paulo Zona Leste, São Paulo",1.260
leste,"1,360 m² totais","Jardim Danfer, São Paulo Zona Leste, São Paulo",15.000
leste,47 m² construídos2 quartos,"Rua Baltazar Nunes, Vila Carmosina, São Paulo Zona Leste, São Paulo",1.100
leste,100 m² construídos2 quartos,"Rua Cantagalo, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",1.320
leste,65 m² construídos2 quartos,"Avenida Condessa Elizabeth De Robiano, Tatuapé, São Paulo Zona Leste, São Paulo",2.560
leste,480 m² construídos4 quartos,"Rua João Cordeiro, Vila Carrão, São Paulo Zona Leste, São Paulo",10.950
leste,48 m² construídos2 quartos,"Rua Baltazar Nunes  600, Itaquera, São Paulo Zona Leste, São Paulo",1.400
leste,60 m² construídos2 quartos,"Avenida Cangaíba, Cangaíba, São Paulo Zona Leste, São Paulo",1.200
leste,60 m² construídos2 quartos,"Rua Francisco Gomes Da Rocha, Vila Antonieta, São Paulo Zona Leste, São Paulo",1.520
leste,41 m² construídos1 quarto,"Rua Coronel Carlos Oliva, Tatuapé, São Paulo Zona Leste, São Paulo",1.590
leste,65 m² construídos2 quartos,"Avenida Vila Ema, Vila Ema, São Paulo Zona Leste, São Paulo",1.400
leste,120 m² construídos3 quartos,"Rua Ignácio Alves De Mattos, Itaquera, São Paulo Zona Leste, São Paulo",3.311
leste,61 m² construídos2 quartos,"Rua Celestino Gonçalves Bueno, Vila Londrina, São Paulo Zona Leste, São Paulo",1.000
leste,60 m² construídos1 quarto,"Avenida Norberto Mayer, Vila Carrão, São Paulo Zona Leste, São Paulo",1.100
leste,80 m² construídos1 quarto,"Avenida Milene Elias, Ermelino Matarazzo, São Paulo Zona Leste, São Paulo",9.380
leste,55 m² construídos2 quartos,"Rua Oratório, Moóca, São Paulo Zona Leste, São Paulo",2.000
leste,41 m² construídos2 quartos,"Rua Abel Tavares, Jardim Belém, São Paulo Zona Leste, São Paulo",1.000
leste,70 m² construídos2 quartos,"Rua Isabel, Vila Esperança, São Paulo Zona Leste, São Paulo",1.300
leste,70 m² construídos2 quartos,"Avenida Paranaguá, Ermelino Matarazzo, São Paulo Zona Leste, São Paulo",1.200
leste,75 m² construídos2 quartos,"Rua São João Da Bocaina, Chácara Mafalda, São Paulo Zona Leste, São Paulo",1.600
leste,76 m² construídos2 quartos,"Rua Asfaltite, Vila Formosa, São Paulo Zona Leste, São Paulo",1.400
leste,50 m² construídos2 quartos,"Rua José Manso, Vila Matilde, São Paulo Zona Leste, São Paulo",1.700
leste,60 m² construídos2 quartos,"Rua Mercedes Lopes, Vila Santana, São Paulo Zona Leste, São Paulo",1.150
leste,110 m² construídos3 quartos,"Rua Monguba, Vila Carrão, São Paulo Zona Leste, São Paulo",2.200
leste,57 m² construídos1 quarto,"Rua Vitoantônio Del Vecchio, Parque Da Mooca, São Paulo Zona Leste, São Paulo",1.990
leste,45 m² construídos2 quartos,"Avenida Matapi, Jardim Santa Terezinha (zona Leste), São Paulo Zona Leste, São Paulo",1.180
leste,42 m² construídos2 quartos,"Rua Fontoura Xavier, Itaquera, São Paulo Zona Leste, São Paulo",1.350
leste,78 m² construídos3 quartos,"Rua Francisco Marengo, Tatuapé, São Paulo Zona Leste, São Paulo",2.400
leste,186 m² construídos4 quartos,"Rua Passo Fundo, Jardim De Lorenzo, São Paulo Zona Leste, São Paulo",5.000
leste,53 m² construídos2 quartos,"Avenida Doutor Bernardino Brito Fonseca De Carvalho, Vila Talarico, São Paulo Zona Leste, São Paulo",1.149
leste,200 m² construídos2 quartos,"Avenida Olavo Egídio De Souza Aranha, Parque Císper, São Paulo Zona Leste, São Paulo",920
leste,40 m² construídos1 quarto,"Rua Serra De Bragança, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",1.650
leste,90 m² construídos3 quartos,"Estrada Velha Da Penha, Tatuapé, São Paulo Zona Leste, São Paulo",2.000
leste,36 m² construídos1 quarto,"Rua Visconde De Parnaíba, Moóca, São Paulo Zona Leste, São Paulo",1.700
leste,74 m² construídos2 quartos,"Rua Da Mooca, Moóca, São Paulo Zona Leste, São Paulo",2.000
leste,53 m² construídos2 quartos,"Avenida Osvaldo Valle Cordeiro, Jardim Brasília (zona Leste), São Paulo Zona Leste, São Paulo",1.140
leste,86 m² construídos3 quartos,"Rua Professor Pedreira De Freitas, Tatuapé, São Paulo Zona Leste, São Paulo",2.600
leste,32 m² construídos1 quarto,"Rua Iguará, Vila Alpina, São Paulo Zona Leste, São Paulo",920
leste,98 m² construídos3 quartos,"Avenida Sapopemba, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",1.820
leste,120 m² construídos3 quartos,"Rua Pastoril De Itapetinga, Jardim Danfer, São Paulo Zona Leste, São Paulo",2.050
leste,70 m² construídos1 quarto,"Rua Vinte E Nove De Outubro, Vila Matilde, São Paulo Zona Leste, São Paulo",1.440
leste,55 m² construídos2 quartos,"Rua Antônio Tertuliano, Parque Boturussu, São Paulo Zona Leste, São Paulo",1.700
leste,100 m² construídos2 quartos,"Rua Fernando Mônaco, Vila Buenos Aires, São Paulo Zona Leste, São Paulo",1.600
leste,83 m² construídos2 quartos,"Rua Taquarytinga, Alto Da Mooca, São Paulo Zona Leste, São Paulo",3.900
leste,110 m² construídos3 quartos,"Avenida Vila Ema, Vila Ema, São Paulo Zona Leste, São Paulo",2.010
oeste,28 m² construídos,"Rua Canuto Luiz Do Nascimento, Jardim Capelinha, São Paulo Zona Oeste, São Paulo",700
oeste,"1,470 m² construídos","Rua Mergenthaler, 1001, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",51.450
oeste,47 m² construídos1 quarto,"Rua Clélia, Água Branca, São Paulo Zona Oeste, São Paulo",1.307
oeste,33 m² construídos1 quarto,"Rua Hans Oersted, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",1.430
oeste,79 m² construídos3 quartos,"Avenida Cardeal Motta, City América, São Paulo Zona Oeste, São Paulo",1.600
oeste,117 m² construídos1 quarto,"Rua Leão Coroado, Vila Madalena, São Paulo Zona Oeste, São Paulo",6.300
oeste,31 m² construídos1 quarto,"Rua Torres Da Barra, Água Branca, São Paulo Zona Oeste, São Paulo",1.150
oeste,40 m² construídos1 quarto,"Rua Teodoro Sampaio, Pinheiros, São Paulo Zona Oeste, São Paulo",2.100
oeste,60 m² construídos2 quartos,"Rua Professor Celso Quirino Dos Santos, Cidade São Francisco, São Paulo Zona Oeste, São Paulo",1.430
oeste,25 m² construídos1 quarto,"Rua João Tibiriçá, Lapa, São Paulo Zona Oeste, São Paulo",1.100
oeste,62 m² construídos2 quartos,"Rua Nanuque, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",2.000
oeste,96 m² construídos1 quarto,"Rua Turiassú, Perdizes, São Paulo Zona Oeste, São Paulo",3.100
oeste,70 m² construídos2 quartos,"Rua Pantaleão Brás, Jardim Ester, São Paulo Zona Oeste, São Paulo",1.300
oeste,70 m² construídos2 quartos,"Rua Doutor Laerte Setúbal, Vila Suzana, São Paulo Zona Oeste, São Paulo",1.900
oeste,87 m² construídos3 quartos,"Rua Corinto, Vila Indiana, São Paulo Zona Oeste, São Paulo",1.600
oeste,72 m² construídos3 quartos,"Rua Croata, Vila Ipojuca, São Paulo Zona Oeste, São Paulo",1.800
oeste,100 m² construídos3 quartos,"Rua Harmonia, Sumarezinho, São Paulo Zona Oeste, São Paulo",4.300
oeste,45 m² construídos1 quarto,"Rua Mateus Grou, Pinheiros, São Paulo Zona Oeste, São Paulo",2.500
oeste,68 m² construídos2 quartos,"Avenida Raimundo Pereira De Magalhães, Jardim Íris, São Paulo Zona Oeste, São Paulo",1.940
oeste,30 m² construídos1 quarto,"Rua Torres Da Barra, Água Branca, São Paulo Zona Oeste, São Paulo",1.600
oeste,47 m² construídos1 quarto,"Rua Vupabussu, Pinheiros, São Paulo Zona Oeste, São Paulo",2.320
oeste,75 m² construídos2 quartos,"Rua Raul Pompéia, Vila Pompéia, São Paulo Zona Oeste, São Paulo",3.300
oeste,55 m² construídos2 quartos,"Rua Cajaíba, Vila Pompéia, São Paulo Zona Oeste, São Paulo",1.900
oeste,136 m² construídos3 quartos,"Rua Do Símbolo, Jardim Ampliação, São Paulo Zona Oeste, São Paulo",1.800
oeste,54 m² construídos1 quarto,"Rua Parnamirim, Jaguaré, São Paulo Zona Oeste, São Paulo",1.130
oeste,67 m² construídos3 quartos,"Rua Eusébio De Paula Marcondes, Jardim D Abril, São Paulo Zona Oeste, São Paulo",1.465
oeste,42 m² construídos1 quarto,"Avenida Diógenes Ribeiro De Lima, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",2.000
oeste,53 m² construídos2 quartos,"Rua Domingos Mazzeu, Vila Lageado, São Paulo Zona Oeste, São Paulo",1.736
oeste,73 m² construídos2 quartos,"Rua Doutor Miranda De Azevedo, Vila Anglo Brasileira, São Paulo Zona Oeste, São Paulo",2.100
oeste,119 m² construídos3 quartos,"Rua Oscar Pinheiro Coelho, Caxingui, São Paulo Zona Oeste, São Paulo",2.500
oeste,50 m² construídos2 quartos,"Rua Manuel Henrique Lopes, Pinheiros, São Paulo Zona Oeste, São Paulo",2.392
oeste,74 m² construídos3 quartos,"Rua Agenor De Lima Franco, Jardim Peri Peri, São Paulo Zona Oeste, São Paulo",2.320
oeste,64 m² construídos2 quartos,"Rua Filipinas, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",2.050
oeste,180 m² construídos2 quartos,"Rua Bernarda Luiz, Vila Madalena, São Paulo Zona Oeste, São Paulo",9.500
oeste,60 m² construídos2 quartos,"Rua Ministro Gastão Mesquita, Perdizes, São Paulo Zona Oeste, São Paulo",2.500
oeste,60 m² construídos2 quartos,"Rua Cunha Gago, Pinheiros, São Paulo Zona Oeste, São Paulo",4.900
oeste,90 m² construídos2 quartos,"Rua Isabel De Castela, Vila Madalena, São Paulo Zona Oeste, São Paulo",4.700
oeste,40 m² construídos1 quarto,"Avenida Doutor Guilherme Dumont Vilares, Jardim Londrina, São Paulo Zona Oeste, São Paulo",1.320
oeste,76 m² construídos2 quartos,"Avenida Doutor Gastão Vidigal, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",3.280
oeste,261 m² construídos3 quartos,"Rua Vigário João Álvares, Jardim Cambara, São Paulo Zona Oeste, São Paulo",3.100
oeste,54 m² construídos1 quarto,"Avenida José Galante, Vila Suzana, São Paulo Zona Oeste, São Paulo",1.560
oeste,200 m² construídos3 quartos,"Rua Bartira, Perdizes, São Paulo Zona Oeste, São Paulo",5.500
oeste,230 m² construídos4 quartos,"Rua Bartira, Perdizes, São Paulo Zona Oeste, São Paulo",3.600
oeste,62 m² construídos2 quartos,"Avenida Santa Marina, Água Branca, São Paulo Zona Oeste, São Paulo",2.250
oeste,125 m² construídos3 quartos,"Rua Apiacás, Perdizes, São Paulo Zona Oeste, São Paulo",2.520
oeste,35 m² construídos1 quarto,"Rua Natingui, Vila Madalena, São Paulo Zona Oeste, São Paulo",2.800
oeste,110 m² construídos3 quartos,"Rua Doutor Miranda De Azevedo, Vila Anglo Brasileira, São Paulo Zona Oeste, São Paulo",2.737
oeste,34 m² construídos1 quarto,"Rua Eugênio De Medeiros, Pinheiros, São Paulo Zona Oeste, São Paulo",3.400
oeste,70 m² construídos2 quartos,"Avenida Padre Antônio José Dos Santos, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",3.060
oeste,62 m² construídos2 quartos,"Rua Coronel Melo Oliveira, Perdizes, São Paulo Zona Oeste, São Paulo",3.500
oeste,400 m² construídos3 quartos,"Rua Filipe De Gusmão, Sumarezinho, São Paulo Zona Oeste, São Paulo",9.000
oeste,34 m² construídos1 quarto,"Rua Eugênio De Medeiros, Pinheiros, São Paulo Zona Oeste, São Paulo",4.000
oeste,60 m² construídos2 quartos,"Avenida Pompéia, Vila Pompéia, São Paulo Zona Oeste, São Paulo",2.600
oeste,34 m² construídos1 quarto,"Rua Eugênio De Medeiros, Pinheiros, São Paulo Zona Oeste, São Paulo",3.457
oeste,70 m² construídos2 quartos,"Praça General Porto Carreiro, Jaguaré, São Paulo Zona Oeste, São Paulo",1.900
oeste,44 m² construídos1 quarto,"Rua Capote Valente, Pinheiros, São Paulo Zona Oeste, São Paulo",3.700
oeste,37 m² construídos1 quarto,"Rua Eugênio De Medeiros, Pinheiros, São Paulo Zona Oeste, São Paulo",3.700
oeste,47 m² construídos1 quarto,"Rua Eugênio Lorenzetti, Jardim Íris, São Paulo Zona Oeste, São Paulo",820
oeste,226 m² construídos4 quartos,"Rua Apinajés, Perdizes, São Paulo Zona Oeste, São Paulo",12.000
oeste,94 m² construídos3 quartos,"Rua Iperoig, Perdizes, São Paulo Zona Oeste, São Paulo",2.958
oeste,56 m² construídos1 quarto,"Rua Venâncio Aires, Vila Pompéia, São Paulo Zona Oeste, São Paulo",3.121
oeste,37 m² construídos1 quarto,"Rua Domingos Lopes Da Silva, Vila Suzana, São Paulo Zona Oeste, São Paulo",1.200
oeste,160 m² construídos3 quartos,"Rua Alagoas, Higienópolis, São Paulo Zona Oeste, São Paulo",5.800
oeste,200 m² construídos3 quartos,"Rua Alves Guimarães, Pinheiros, São Paulo Zona Oeste, São Paulo",6.510
oeste,247 m² construídos4 quartos,"Rua Massacá, Alto De Pinheiros, São Paulo Zona Oeste, São Paulo",12.000
oeste,67 m² construídos3 quartos,"Rua Doralice Paixão Teixeira, Pinheiros, São Paulo Zona Oeste, São Paulo",2.200
oeste,92 m² construídos3 quartos,"Rua Caraibas, Perdizes, São Paulo Zona Oeste, São Paulo",4.400
oeste,78 m² construídos2 quartos,"Rua Da Consolação, Pinheiros, São Paulo Zona Oeste, São Paulo",6.300
oeste,100 m² construídos3 quartos,"Rua Anhatomirim, Jardim Cambara, São Paulo Zona Oeste, São Paulo",4.080
oeste,120 m² construídos3 quartos,"Rua Teodoro Sampaio, Pinheiros, São Paulo Zona Oeste, São Paulo",4.300
oeste,110 m² construídos3 quartos,"Rua Raul Pompéia, Vila Pompéia, São Paulo Zona Oeste, São Paulo",3.349
oeste,126 m² construídos3 quartos,"Rua Carlos Weber, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",9.000
oeste,34 m² construídos1 quarto,"Rua Eugênio De Medeiros, Pinheiros, São Paulo Zona Oeste, São Paulo",3.457
oeste,34 m² construídos1 quarto,"Rua Eugênio De Medeiros, Pinheiros, São Paulo Zona Oeste, São Paulo",3.457
oeste,34 m² construídos1 quarto,"Rua Eugênio De Medeiros, Pinheiros, São Paulo Zona Oeste, São Paulo",3.457
oeste,31 m² construídos1 quarto,"Rua Torres Da Barra, Água Branca, São Paulo Zona Oeste, São Paulo",1.600
oeste,43 m² construídos2 quartos,"Rua Rubens Grisolia, Jardim Monte Kemel, São Paulo Zona Oeste, São Paulo",1.400
oeste,34 m² construídos1 quarto,"Rua Eugênio De Medeiros, Pinheiros, São Paulo Zona Oeste, São Paulo",3.457
oeste,65 m² construídos2 quartos,"Rua Girassol, Vila Madalena, São Paulo Zona Oeste, São Paulo",2.500
oeste,55 m² construídos2 quartos,"Rua Padre Artur Somensi, Vila Madalena, São Paulo Zona Oeste, São Paulo",2.600
oeste,59 m² construídos1 quarto,"Rua Cardeal Arcoverde, Pinheiros, São Paulo Zona Oeste, São Paulo",2.500
oeste,120 m² construídos2 quartos,"Rua Domingos Lopes Da Silva, Vila Suzana, São Paulo Zona Oeste, São Paulo",2.600
oeste,50 m² construídos2 quartos,"Rua Antônio Júlio Dos Santos, Fazenda Morumbi, São Paulo Zona Oeste, São Paulo",1.350
oeste,217 m² construídos4 quartos,"Rua Apiacás, Perdizes, São Paulo Zona Oeste, São Paulo",6.000
oeste,50 m² construídos1 quarto,"Rua Fradique Coutinho, Pinheiros, São Paulo Zona Oeste, São Paulo",2.080
oeste,74 m² construídos1 quarto,"Rua Arizona, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",5.940
oeste,53 m² construídos2 quartos,"Rua Willis Roberto Banks, Parque Maria Domitila, São Paulo Zona Oeste, São Paulo",1.260
oeste,63 m² construídos2 quartos,"Rua Joaquim Ferreira, Água Branca, São Paulo Zona Oeste, São Paulo",3.060
oeste,42 m² construídos1 quarto,"Rua Arizona, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",4.000
oeste,43 m² construídos2 quartos,"Rua Francisco Luiz De Souza Júnior, Água Branca, São Paulo Zona Oeste, São Paulo",1.600
oeste,32 m² construídos1 quarto,"Rua Capote Valente, Pinheiros, São Paulo Zona Oeste, São Paulo",4.500
oeste,33 m² construídos2 quartos,"Avenida Aparecida Do Rio Negro, Jardim Íris, São Paulo Zona Oeste, São Paulo",1.300
oeste,70 m² construídos2 quartos,"Rua Caiubí, Perdizes, São Paulo Zona Oeste, São Paulo",2.400
oeste,44 m² construídos1 quarto,"Avenida Eusébio Matoso, Pinheiros, São Paulo Zona Oeste, São Paulo",4.386
oeste,72 m² construídos2 quartos,"Rua Constance Mayer, Jardim Ester, São Paulo Zona Oeste, São Paulo",2.350
oeste,170 m² construídos3 quartos,"Rua Jurupité, Jardim Trussardi, São Paulo Zona Oeste, São Paulo",2.400
oeste,170 m² construídos3 quartos,"Rua Fernão Dias, Pinheiros, São Paulo Zona Oeste, São Paulo",6.000
oeste,81 m² construídos3 quartos,"Rua Nelson Frank, Jardim Arpoador, São Paulo Zona Oeste, São Paulo",1.560
oeste,56 m² construídos2 quartos,"Rua Jericó, Sumarezinho, São Paulo Zona Oeste, São Paulo",2.800
oeste,50 m² construídos2 quartos,"Avenida Imperatriz Leopoldina, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",2.250
oeste,40 m² construídos2 quartos,"Avenida João Caiaffa, Jardim Taboão, São Paulo Zona Oeste, São Paulo",1.050
oeste,208 m² construídos4 quartos,"Rua Dona Veridiana, Higienópolis, São Paulo Zona Oeste, São Paulo",7.000
oeste,86 m² construídos2 quartos,"Rua Capote Valente, Pinheiros, São Paulo Zona Oeste, São Paulo",2.800
oeste,200 m² construídos3 quartos,"Avenida Rebouças, Pinheiros, São Paulo Zona Oeste, São Paulo",5.307
oeste,50 m² construídos2 quartos,"Rua Monte Alegre, Perdizes, São Paulo Zona Oeste, São Paulo",2.868
oeste,88 m² construídos2 quartos,"Rua Carlos Weber, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",4.500
oeste,275 m² construídos4 quartos,"Rua Maranhão, Higienópolis, São Paulo Zona Oeste, São Paulo",8.000
oeste,33 m² construídos1 quarto,"Avenida Santo Amaro, Rolinópolis, São Paulo Zona Oeste, São Paulo",3.250
oeste,77 m² construídos2 quartos,"Rua Diego De Castilho, Jardim Fonte Do Morumbi, São Paulo Zona Oeste, São Paulo",3.300
oeste,50 m² construídos1 quarto,"Rua Cunha Gago, Pinheiros, São Paulo Zona Oeste, São Paulo",1.800
oeste,42 m² construídos1 quarto,"Rua Apiacás, Perdizes, São Paulo Zona Oeste, São Paulo",2.200
oeste,102 m² construídos2 quartos,"Rua Alagoas, Higienópolis, São Paulo Zona Oeste, São Paulo",4.029
oeste,41 m² construídos1 quarto,"Rua Guaraiúva, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",2.900
oeste,40 m² construídos2 quartos,"Avenida Corifeu De Azevedo Marques, Butantã, São Paulo Zona Oeste, São Paulo",2.200
oeste,93 m² construídos2 quartos,"Rua João Moura, Pinheiros, São Paulo Zona Oeste, São Paulo",6.500
oeste,146 m² construídos3 quartos,"Rua Marie Nader Calfat, Jardim Ampliação, São Paulo Zona Oeste, São Paulo",2.500
oeste,75 m² construídos3 quartos,"Rua Símbolo, Jardim Ampliação, São Paulo Zona Oeste, São Paulo",2.000
oeste,103 m² construídos3 quartos,"Rua Cayowaá, Perdizes, São Paulo Zona Oeste, São Paulo",4.080
oeste,75 m² construídos3 quartos,"Rua Doutor Ernâni Da Gama Corrêa, Butantã, São Paulo Zona Oeste, São Paulo",2.200
oeste,72 m² construídos3 quartos,"Avenida Diógenes Ribeiro De Lima 2000, Alto De Pinheiros, São Paulo Zona Oeste, São Paulo",2.300
oeste,30 m² construídos1 quarto,"Avenida Corifeu De Azevedo Marques, Butantã, São Paulo Zona Oeste, São Paulo",1.450
oeste,130 m² construídos1 quarto,"Rua Bahia, Higienópolis, São Paulo Zona Oeste, São Paulo",7.200
oeste,225 m² construídos1 quarto,"Rua Amaro Cavalheiro, Pinheiros, São Paulo Zona Oeste, São Paulo",5.500
oeste,57 m² construídos1 quarto,"Rua Fradique Coutinho, Pinheiros, São Paulo Zona Oeste, São Paulo",2.700
oeste,54 m² construídos1 quarto,"Rua Sansão Alves Dos Santos, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",4.530
oeste,40 m² construídos1 quarto,"Rua Doutor Virgílio De Carvalho Pinto, Pinheiros, São Paulo Zona Oeste, São Paulo",2.500
oeste,84 m² construídos3 quartos,"Rua Doutor Mário De Moura E Albuquerque, Jardim Monte Kemel, São Paulo Zona Oeste, São Paulo",2.500
oeste,479 m² construídos4 quartos,"Rua Jacunda, Jardim Panorama, São Paulo Zona Oeste, São Paulo",10.000
oeste,90 m² construídos2 quartos,"Rua Pascoal Vita, Vila Madalena, São Paulo Zona Oeste, São Paulo",3.000
oeste,179 m² construídos3 quartos,"Rua Simão Álvares, Pinheiros, São Paulo Zona Oeste, São Paulo",4.000
oeste,200 m² construídos4 quartos,"Rua Dos Juris, Vila Madalena, São Paulo Zona Oeste, São Paulo",5.000
oeste,230 m² construídos3 quartos,"Rua Bahia, Higienópolis, São Paulo Zona Oeste, São Paulo",15.000
oeste,140 m² construídos3 quartos,"Rua Nilza Medeiros Martins, Jardim Colombo, São Paulo Zona Oeste, São Paulo",3.927
oeste,98 m² construídos3 quartos,"Rua Harmonia, Sumarezinho, São Paulo Zona Oeste, São Paulo",4.000
oeste,55 m² construídos2 quartos,"Rua Osiris Magalhães De Almeida, Jardim Monte Kemel, São Paulo Zona Oeste, São Paulo",1.700
oeste,44 m² construídos2 quartos,"Rua Santa Isabel Do Rio Negro, Jardim Íris, São Paulo Zona Oeste, São Paulo",1.365
oeste,130 m² construídos4 quartos,"Rua Belchior De Azevedo, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",6.500
oeste,103 m² construídos2 quartos,"Rua Marcus Pereira, Vila Suzana, São Paulo Zona Oeste, São Paulo",2.080
oeste,73 m² construídos3 quartos,"Rua Professor José Horácio Meirelles Teixeira, Vila Suzana, São Paulo Zona Oeste, São Paulo",2.100
oeste,86 m² construídos2 quartos,"Rua Pereira Leite, Sumarezinho, São Paulo Zona Oeste, São Paulo",5.000
oeste,160 m² construídos3 quartos,"Rua Forte William, Jardim Fonte Do Morumbi, São Paulo Zona Oeste, São Paulo",6.700
oeste,47 m² construídos1 quarto,"Rua Mateus Grou, Pinheiros, São Paulo Zona Oeste, São Paulo",3.570
oeste,561 m² construídos4 quartos,"Rua Oscar De Almeida, Fazenda Morumbi, São Paulo Zona Oeste, São Paulo",10.000
oeste,60 m² construídos2 quartos,"Rua Milton Soares, Jardim Sarah, São Paulo Zona Oeste, São Paulo",1.720
oeste,41 m² construídos1 quarto,"Rua Flórida, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",3.600
oeste,45 m² construídos2 quartos,"Avenida Raimundo Pereira De Magalhães, Jardim Íris, São Paulo Zona Oeste, São Paulo",2.000
oeste,200 m² construídos3 quartos,"Rua Manuel Alonso Esteves, Jardim Esmeralda, São Paulo Zona Oeste, São Paulo",3.000
oeste,41 m² construídos1 quarto,"Rua Arizona, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",4.000
oeste,245 m² construídos3 quartos,"Rua Levon Apovian, Jardim Trussardi, São Paulo Zona Oeste, São Paulo",3.600
oeste,147 m² construídos3 quartos,"Rua Tucuna, Perdizes, São Paulo Zona Oeste, São Paulo",3.960
